placeDcid,placeName,Date:Mean_Temperature,Value:Mean_Temperature,Source:Mean_Temperature
wikidataId/Q163239,Balochistan,2016-04,25.9816,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-05,32.2396,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-06,33.611,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-07,33.9537,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-08,31.116,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-09,29.976,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-10,24.4349,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-11,17.5066,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2016-12,16.0384,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-01,11.9125,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-02,14.6661,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-03,20.7038,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-04,27.3177,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-05,32.0697,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-06,34.0394,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-07,33.2726,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-08,31.574,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-09,28.8341,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-10,25.4397,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-11,18.3961,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2017-12,12.6276,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-01,12.9372,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-02,16.7017,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-03,23.0185,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-04,27.1184,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-05,30.4746,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-06,34.0793,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-07,34.1119,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-08,32.0779,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-09,28.4289,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-10,23.902,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-11,18.6407,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2018-12,13.8262,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-01,13.4139,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-02,13.6124,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-03,18.6946,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-04,26.1458,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-05,29.6988,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-06,33.2054,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-07,34.3044,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-08,31.8393,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-09,30.2947,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-10,24.9421,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-11,16.5707,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2019-12,13.2281,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2020-01,10.4277,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2020-02,15.8649,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2020-03,18.9169,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2020-04,25.6478,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2020-05,30.5189,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q163239,Balochistan,2020-06,33.6846,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-01,0.740057,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-02,3.89428,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-03,6.75377,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-04,12.8884,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-05,17.9974,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-06,20.7839,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-07,22.9809,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-08,22.0107,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-09,18.7294,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-10,13.9249,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-11,6.29695,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2015-12,1.45142,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-01,1.25653,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-02,3.54035,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-03,8.75424,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-04,13.4143,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-05,19.8047,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-06,23.1446,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-07,23.3706,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-08,21.9533,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-09,20.9149,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-10,15.1432,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-11,7.99392,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2016-12,4.11055,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-01,0.145136,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-02,3.68405,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-03,7.9741,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-04,14.6249,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-05,20.0848,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-06,22.7295,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-07,23.9717,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-08,23.0245,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-09,19.9025,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-10,15.2127,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-11,7.64134,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2017-12,2.37341,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-01,1.23999,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-02,4.08024,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-03,10.0645,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-04,14.5014,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-05,17.8166,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-06,22.2886,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-07,23.7196,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-08,23.8893,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-09,20.2364,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-10,12.0855,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-11,6.3915,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2018-12,1.29139,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-01,-0.0329379,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-02,1.73874,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-03,6.50203,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-04,14.5551,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-05,17.4603,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-06,21.1442,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-07,24.0391,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-08,23.0279,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-09,21.6271,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-10,13.7716,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-11,6.29461,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2019-12,1.05451,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2020-01,-0.768292,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2020-02,3.81927,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2020-03,7.15016,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2020-04,12.5584,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2020-05,17.8325,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q183314,Khyber Pakhtunkhwa,2020-06,21.8526,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-01,10.0887,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-02,13.0397,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-03,15.8954,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-04,21.6277,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-05,26.3884,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-06,28.5962,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-07,28.2268,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-08,27.6762,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-09,25.5282,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-10,21.1514,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-11,15.0545,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2015-12,10.8584,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-01,10.2268,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-02,13.4397,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-03,17.1153,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-04,21.7478,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-05,28.4782,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-06,30.8593,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-07,29.0591,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-08,28.4125,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-09,27.7422,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-10,23.1066,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-11,16.4502,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2016-12,12.6212,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-01,9.8912,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-02,13.7936,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-03,16.8542,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-04,22.77,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-05,27.7828,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-06,29.6819,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-07,29.3062,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-08,28.0763,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-09,26.5719,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-10,22.9824,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-11,15.2451,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2017-12,11.7742,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-01,10.3929,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-02,13.7657,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-03,18.5651,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-04,22.6836,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-05,26.1515,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-06,30.2802,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-07,28.8899,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-08,28.6747,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-09,26.4551,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-10,20.183,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-11,14.7397,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2018-12,10.1988,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-01,9.38018,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-02,11.3297,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-03,15.5734,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-04,22.7199,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-05,25.3449,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-06,29.363,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-07,29.3768,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-08,28.303,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
